"Observer","Date","Year","TimeInitial","TimeFinal","DiveNumber_Transect","Country","Site","Location","Zone","DepthInitial_m","DepthFinal_m","DepthMax_m","Latitude","Longitude","Temperature_C","Visibility_m","Genusspecies","Patch","Diameter_cm","Abundance","Condition","Diameter_cm_Corrected"
"RobertoVazquez","8/3/11","2011","10:02","10:36","3","Mexico","IslaNatividad","PuntaPrieta","Reserve",21,18,21,"27.89386",-115.19081,"14",9,"Haliotiscorrugata","1",23,"1","",17
"RobertoVazquez","8/3/11","2011","10:02","10:36","3","Mexico","IslaNatividad","PuntaPrieta","Reserve",21,18,21,"27.89386",-115.19081,"14",9,"Haliotiscorrugata","2",21,"1","",16
"RobertoVazquez","8/3/11","2011","10:02","10:36","3","Mexico","IslaNatividad","PuntaPrieta","Reserve",21,18,21,"27.89386",-115.19081,"14",9,"Haliotiscorrugata","3",23,"1","",17
"RobertoVazquez","8/3/11","2011","10:02","10:36","3","Mexico","IslaNatividad","PuntaPrieta","Reserve",21,18,21,"27.89386",-115.19081,"14",9,"Haliotiscorrugata","3",23,"1","",17
"RobertoVazquez","8/3/11","2011","10:02","10:36","3","Mexico","IslaNatividad","PuntaPrieta","Reserve",21,18,21,"27.89386",-115.19081,"14",9,"Haliotiscorrugata","4",24,"1","",18
"RobertoVazquez","8/3/11","2011","10:02","10:36","3","Mexico","IslaNatividad","PuntaPrieta","Reserve",21,18,21,"27.89386",-115.19081,"14",9,"Haliotiscorrugata","5",22,"1","",17
"RobertoVazquez","8/3/11","2011","10:02","10:36","3","Mexico","IslaNatividad","PuntaPrieta","Reserve",21,18,21,"27.89386",-115.19081,"14",9,"Haliotiscorrugata","5",24,"1","",18
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotisfulgens","0",NA,"0","",NA
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","1",17,"1","",13
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","1",20,"1","",15
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","2",21,"1","",16
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","2",23,"1","",17
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","3",16,"1","",13
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","3",20,"1","",15
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","3",20,"1","",15
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","3",23,"1","",17
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","4",13,"1","",10
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","4",23,"1","",17
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","5",16,"1","",13
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","5",19,"1","",15
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","5",22,"1","",17
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","6",17,"1","",13
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","6",23,"1","",17
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","6",23,"1","",17
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","7",24,"1","",18
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","8",14,"1","",11
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","8",18,"1","",14
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","9",11,"1","",9
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","9",13,"1","",10
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","9",16,"1","",13
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","10",8,"1","",7
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","10",15,"1","",12
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","11",17,"1","",13
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","11",20,"1","",15
"RobertoVazquez","8/3/11","2011","11:18","11:52","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",17,16,17,"27.89133",-115.19057,"13",10,"Haliotiscorrugata","12",14,"1","",11
"JhonatanCastro","8/3/11","2011","10:00","10:28","5","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,17,18,"27.89169",-115.18723,"13",10,"Haliotisfulgens","0",NA,"0","",NA
"JhonatanCastro","8/3/11","2011","10:00","10:28","5","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,17,18,"27.89169",-115.18723,"13",10,"Haliotiscorrugata","1",16,"1","",13
"JhonatanCastro","8/3/11","2011","10:00","10:28","5","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,17,18,"27.89169",-115.18723,"13",10,"Haliotiscorrugata","2",9,"1","",8
"JhonatanCastro","8/3/11","2011","10:00","10:28","5","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,17,18,"27.89169",-115.18723,"13",10,"Haliotiscorrugata","2",13,"1","",10
"JhonatanCastro","8/3/11","2011","10:00","10:28","5","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,17,18,"27.89169",-115.18723,"13",10,"Haliotiscorrugata","3",18,"1","",14
"JhonatanCastro","8/3/11","2011","10:00","10:28","5","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,17,18,"27.89169",-115.18723,"13",10,"Haliotiscorrugata","4",13,"1","",10
"JhonatanCastro","8/3/11","2011","10:00","10:28","5","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,17,18,"27.89169",-115.18723,"13",10,"Haliotiscorrugata","4",20,"1","",15
"JhonatanCastro","8/3/11","2011","10:00","10:28","5","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,17,18,"27.89169",-115.18723,"13",10,"Haliotiscorrugata","4",22,"1","",17
"JhonatanCastro","8/3/11","2011","10:00","10:28","5","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,17,18,"27.89169",-115.18723,"13",10,"Haliotiscorrugata","4",23,"1","",17
"JhonatanCastro","8/3/11","2011","10:00","10:28","5","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,17,18,"27.89169",-115.18723,"13",10,"Haliotiscorrugata","4",24,"1","",18
"JhonatanCastro","8/3/11","2011","10:00","10:28","5","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,17,18,"27.89169",-115.18723,"13",10,"Haliotiscorrugata","5",5,"1","",5
"JhonatanCastro","8/3/11","2011","10:00","10:28","5","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,17,18,"27.89169",-115.18723,"13",10,"Haliotiscorrugata","5",9,"1","",8
"JhonatanCastro","8/3/11","2011","10:00","10:28","5","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,17,18,"27.89169",-115.18723,"13",10,"Haliotiscorrugata","6",14,"1","",11
"JhonatanCastro","8/3/11","2011","11:00","11:30","6","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,16,18,"27.89169",-115.18723,"13",10,"Haliotisfulgens","0",NA,"0","",NA
"JhonatanCastro","8/3/11","2011","11:00","11:30","6","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,16,18,"27.89169",-115.18723,"13",10,"Haliotiscorrugata","1",22,"1","",17
"JhonatanCastro","8/3/11","2011","11:00","11:30","6","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,16,18,"27.89169",-115.18723,"13",10,"Haliotiscorrugata","2",12,"1","",10
"JhonatanCastro","8/3/11","2011","11:00","11:30","6","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,16,18,"27.89169",-115.18723,"13",10,"Haliotiscorrugata","3",19,"1","",15
"JhonatanCastro","8/3/11","2011","11:00","11:30","6","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,16,18,"27.89169",-115.18723,"13",10,"Haliotiscorrugata","3",21,"1","",16
"JhonatanCastro","8/3/11","2011","11:00","11:30","6","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,16,18,"27.89169",-115.18723,"13",10,"Haliotiscorrugata","3",23,"1","",17
"JhonatanCastro","8/3/11","2011","11:00","11:30","6","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,16,18,"27.89169",-115.18723,"13",10,"Haliotiscorrugata","4",16,"1","",13
"JhonatanCastro","8/3/11","2011","11:00","11:30","6","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,16,18,"27.89169",-115.18723,"13",10,"Haliotiscorrugata","4",17,"1","",13
"JhonatanCastro","8/3/11","2011","11:00","11:30","6","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,16,18,"27.89169",-115.18723,"13",10,"Haliotiscorrugata","4",18,"1","",14
"JhonatanCastro","8/3/11","2011","11:00","11:30","6","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,16,18,"27.89169",-115.18723,"13",10,"Haliotiscorrugata","5",20,"1","",15
"RobertoVazquez","8/2/11","2011","9:48","10:18","1","Mexico","IslaNatividad","Babencho","Fished",16,16,16,"27.85915",-115.1879,"13",3,"Haliotiscorrugata","1",9,"1","",8
"RobertoVazquez","8/2/11","2011","9:48","10:18","1","Mexico","IslaNatividad","Babencho","Fished",16,16,16,"27.85915",-115.1879,"13",3,"Haliotiscorrugata","2",23,"1","",17
"RobertoVazquez","8/2/11","2011","9:48","10:18","1","Mexico","IslaNatividad","Babencho","Fished",16,16,16,"27.85915",-115.1879,"13",3,"Haliotiscorrugata","3",14,"1","",11
"RobertoVazquez","8/2/11","2011","9:48","10:18","1","Mexico","IslaNatividad","Babencho","Fished",16,16,16,"27.85915",-115.1879,"13",3,"Haliotiscorrugata","3",20,"1","",15
"RobertoVazquez","8/2/11","2011","9:48","10:18","1","Mexico","IslaNatividad","Babencho","Fished",16,16,16,"27.85915",-115.1879,"13",3,"Haliotiscorrugata","3",23,"1","",17
"RobertoVazquez","8/2/11","2011","9:48","10:18","1","Mexico","IslaNatividad","Babencho","Fished",16,16,16,"27.85915",-115.1879,"13",3,"Haliotiscorrugata","4",18,"1","",14
"RobertoVazquez","8/2/11","2011","9:48","10:18","1","Mexico","IslaNatividad","Babencho","Fished",16,16,16,"27.85915",-115.1879,"13",3,"Haliotiscorrugata","4",22,"1","",17
"RobertoVazquez","8/2/11","2011","9:48","10:18","1","Mexico","IslaNatividad","Babencho","Fished",16,16,16,"27.85915",-115.1879,"13",3,"Haliotiscorrugata","5",17,"1","",13
"RobertoVazquez","8/2/11","2011","9:48","10:18","1","Mexico","IslaNatividad","Babencho","Fished",16,16,16,"27.85915",-115.1879,"13",3,"Haliotiscorrugata","6",20,"1","",15
"RobertoVazquez","8/2/11","2011","9:48","10:18","1","Mexico","IslaNatividad","Babencho","Fished",16,16,16,"27.85915",-115.1879,"13",3,"Haliotiscorrugata","6",23,"1","",17
"RobertoVazquez","8/2/11","2011","9:48","10:18","1","Mexico","IslaNatividad","Babencho","Fished",16,16,16,"27.85915",-115.1879,"13",3,"Haliotiscorrugata","7",12,"1","",10
"RobertoVazquez","8/2/11","2011","9:48","10:18","1","Mexico","IslaNatividad","Babencho","Fished",16,16,16,"27.85915",-115.1879,"13",3,"Haliotiscorrugata","7",23,"1","",17
"RobertoVazquez","8/2/11","2011","9:48","10:18","1","Mexico","IslaNatividad","Babencho","Fished",16,16,16,"27.85915",-115.1879,"13",3,"Haliotiscorrugata","8",20,"1","",15
"RobertoVazquez","8/2/11","2011","9:48","10:18","1","Mexico","IslaNatividad","Babencho","Fished",16,16,16,"27.85915",-115.1879,"13",3,"Haliotiscorrugata","9",15,"1","",12
"RobertoVazquez","8/2/11","2011","9:48","10:18","1","Mexico","IslaNatividad","Babencho","Fished",16,16,16,"27.85915",-115.1879,"13",3,"Haliotisfulgens","0",NA,"0","",NA
"RobertoVazquez","8/2/11","2011","12:17","12:49","2","Mexico","IslaNatividad","Babencho","Fished",10,11,11,"27.86423",-115.18747,"13",NA,"Haliotiscorrugata","1",23,"1","",17
"RobertoVazquez","8/2/11","2011","12:17","12:49","2","Mexico","IslaNatividad","Babencho","Fished",10,11,11,"27.86423",-115.18747,"13",NA,"Haliotiscorrugata","2",15,"1","",12
"RobertoVazquez","8/2/11","2011","12:17","12:49","2","Mexico","IslaNatividad","Babencho","Fished",10,11,11,"27.86423",-115.18747,"13",NA,"Haliotiscorrugata","3",20,"1","",15
"RobertoVazquez","8/2/11","2011","12:17","12:49","2","Mexico","IslaNatividad","Babencho","Fished",10,11,11,"27.86423",-115.18747,"13",NA,"Haliotiscorrugata","4",7,"1","",6
"RobertoVazquez","8/2/11","2011","12:17","12:49","2","Mexico","IslaNatividad","Babencho","Fished",10,11,11,"27.86423",-115.18747,"13",NA,"Haliotiscorrugata","5",20,"1","",15
"RobertoVazquez","8/2/11","2011","12:17","12:49","2","Mexico","IslaNatividad","Babencho","Fished",10,11,11,"27.86423",-115.18747,"13",NA,"Haliotisfulgens","0",NA,"0","",NA
"JesusFlores","8/2/11","2011","9:44","10:14","3","Mexico","IslaNatividad","Babencho","Fished",17,16,17,"27.8599",-115.18864,"13",5,"Haliotiscorrugata","1",13,"1","",10
"JesusFlores","8/2/11","2011","9:44","10:14","3","Mexico","IslaNatividad","Babencho","Fished",17,16,17,"27.8599",-115.18864,"13",5,"Haliotiscorrugata","1",16,"1","",13
"JesusFlores","8/2/11","2011","9:44","10:14","3","Mexico","IslaNatividad","Babencho","Fished",17,16,17,"27.8599",-115.18864,"13",5,"Haliotiscorrugata","2",18,"1","",14
"JesusFlores","8/2/11","2011","9:44","10:14","3","Mexico","IslaNatividad","Babencho","Fished",17,16,17,"27.8599",-115.18864,"13",5,"Haliotiscorrugata","3",16,"1","",13
"JesusFlores","8/2/11","2011","9:44","10:14","3","Mexico","IslaNatividad","Babencho","Fished",17,16,17,"27.8599",-115.18864,"13",5,"Haliotiscorrugata","3",19,"1","",15
"JesusFlores","8/2/11","2011","9:44","10:14","3","Mexico","IslaNatividad","Babencho","Fished",17,16,17,"27.8599",-115.18864,"13",5,"Haliotiscorrugata","4",3,"1","",3
"JesusFlores","8/2/11","2011","9:44","10:14","3","Mexico","IslaNatividad","Babencho","Fished",17,16,17,"27.8599",-115.18864,"13",5,"Haliotiscorrugata","4",12,"1","",10
"JesusFlores","8/2/11","2011","9:44","10:14","3","Mexico","IslaNatividad","Babencho","Fished",17,16,17,"27.8599",-115.18864,"13",5,"Haliotiscorrugata","4",19,"1","",15
"JesusFlores","8/2/11","2011","9:44","10:14","3","Mexico","IslaNatividad","Babencho","Fished",17,16,17,"27.8599",-115.18864,"13",5,"Haliotiscorrugata","5",17,"1","",13
"JesusFlores","8/2/11","2011","9:44","10:14","3","Mexico","IslaNatividad","Babencho","Fished",17,16,17,"27.8599",-115.18864,"13",5,"Haliotisfulgens","0",NA,"0","",NA
"JesusFlores","8/2/11","2011","11:03","11:33","4","Mexico","IslaNatividad","Babencho","Fished",15,15,15,"27.86086",-115.18886,"13",5,"Haliotiscorrugata","1",4,"1","",4
"JesusFlores","8/2/11","2011","11:03","11:33","4","Mexico","IslaNatividad","Babencho","Fished",15,15,15,"27.86086",-115.18886,"13",5,"Haliotiscorrugata","1",10,"1","",8
"JesusFlores","8/2/11","2011","11:03","11:33","4","Mexico","IslaNatividad","Babencho","Fished",15,15,15,"27.86086",-115.18886,"13",5,"Haliotiscorrugata","1",20,"1","",15
"JesusFlores","8/2/11","2011","11:03","11:33","4","Mexico","IslaNatividad","Babencho","Fished",15,15,15,"27.86086",-115.18886,"13",5,"Haliotiscorrugata","1",21,"1","",16
"JesusFlores","8/2/11","2011","11:03","11:33","4","Mexico","IslaNatividad","Babencho","Fished",15,15,15,"27.86086",-115.18886,"13",5,"Haliotiscorrugata","1",23,"1","",17
"JesusFlores","8/2/11","2011","11:03","11:33","4","Mexico","IslaNatividad","Babencho","Fished",15,15,15,"27.86086",-115.18886,"13",5,"Haliotiscorrugata","2",14,"1","",11
"JesusFlores","8/2/11","2011","11:03","11:33","4","Mexico","IslaNatividad","Babencho","Fished",15,15,15,"27.86086",-115.18886,"13",5,"Haliotiscorrugata","2",18,"1","",14
"JesusFlores","8/2/11","2011","11:03","11:33","4","Mexico","IslaNatividad","Babencho","Fished",15,15,15,"27.86086",-115.18886,"13",5,"Haliotiscorrugata","3",16,"1","",13
"JesusFlores","8/2/11","2011","11:03","11:33","4","Mexico","IslaNatividad","Babencho","Fished",15,15,15,"27.86086",-115.18886,"13",5,"Haliotiscorrugata","3",19,"1","",15
"JesusFlores","8/2/11","2011","11:03","11:33","4","Mexico","IslaNatividad","Babencho","Fished",15,15,15,"27.86086",-115.18886,"13",5,"Haliotiscorrugata","4",17,"1","",13
"JesusFlores","8/2/11","2011","11:03","11:33","4","Mexico","IslaNatividad","Babencho","Fished",15,15,15,"27.86086",-115.18886,"13",5,"Haliotiscorrugata","5",15,"1","",12
"JesusFlores","8/2/11","2011","11:03","11:33","4","Mexico","IslaNatividad","Babencho","Fished",15,15,15,"27.86086",-115.18886,"13",5,"Haliotiscorrugata","5",18,"1","",14
"JesusFlores","8/2/11","2011","11:03","11:33","4","Mexico","IslaNatividad","Babencho","Fished",15,15,15,"27.86086",-115.18886,"13",5,"Haliotiscorrugata","5",20,"1","",15
"JesusFlores","8/2/11","2011","11:03","11:33","4","Mexico","IslaNatividad","Babencho","Fished",15,15,15,"27.86086",-115.18886,"13",5,"Haliotisfulgens","0",NA,"0","",NA
"JesusFlores","8/2/11","2011","13:15","13:42","5","Mexico","IslaNatividad","Babencho","Fished",14,10,14,"27.86362",-115.18658,"13",5,"Haliotiscorrugata","1",14,"1","",11
"JesusFlores","8/2/11","2011","13:15","13:42","5","Mexico","IslaNatividad","Babencho","Fished",14,10,14,"27.86362",-115.18658,"13",5,"Haliotiscorrugata","2",13,"1","",10
"JesusFlores","8/2/11","2011","13:15","13:42","5","Mexico","IslaNatividad","Babencho","Fished",14,10,14,"27.86362",-115.18658,"13",5,"Haliotiscorrugata","3",21,"1","",16
"JesusFlores","8/2/11","2011","13:15","13:42","5","Mexico","IslaNatividad","Babencho","Fished",14,10,14,"27.86362",-115.18658,"13",5,"Haliotisfulgens","0",NA,"0","",NA
"RobertoVazquez","7/29/11","2011","9:42","10:15","1","Mexico","IslaNatividad","LaGuanera","Fished",19,20,20,"27.87881",-115.16608,"12",7,"Haliotisfulgens","0",NA,"0","",NA
"RobertoVazquez","7/29/11","2011","9:42","10:15","1","Mexico","IslaNatividad","LaGuanera","Fished",19,20,20,"27.87881",-115.16608,"12",7,"Haliotiscorrugata","1",22,"1","",17
"RobertoVazquez","7/29/11","2011","9:42","10:15","1","Mexico","IslaNatividad","LaGuanera","Fished",19,20,20,"27.87881",-115.16608,"12",7,"Haliotiscorrugata","2",19,"1","",15
"RobertoVazquez","7/29/11","2011","9:42","10:15","1","Mexico","IslaNatividad","LaGuanera","Fished",19,20,20,"27.87881",-115.16608,"12",7,"Haliotiscorrugata","2",20,"1","",15
"RobertoVazquez","7/29/11","2011","9:42","10:15","1","Mexico","IslaNatividad","LaGuanera","Fished",19,20,20,"27.87881",-115.16608,"12",7,"Haliotiscorrugata","3",14,"1","",11
"RobertoVazquez","7/29/11","2011","9:42","10:15","1","Mexico","IslaNatividad","LaGuanera","Fished",19,20,20,"27.87881",-115.16608,"12",7,"Haliotiscorrugata","4",17,"1","",13
"RobertoVazquez","7/29/11","2011","9:42","10:15","1","Mexico","IslaNatividad","LaGuanera","Fished",19,20,20,"27.87881",-115.16608,"12",7,"Haliotiscorrugata","5",17,"1","",13
"RobertoVazquez","7/29/11","2011","9:42","10:15","1","Mexico","IslaNatividad","LaGuanera","Fished",19,20,20,"27.87881",-115.16608,"12",7,"Haliotiscorrugata","5",22,"1","",17
"RobertoVazquez","7/29/11","2011","9:42","10:15","1","Mexico","IslaNatividad","LaGuanera","Fished",19,20,20,"27.87881",-115.16608,"12",7,"Haliotiscorrugata","6",20,"1","",15
"RobertoVazquez","7/29/11","2011","9:42","10:15","1","Mexico","IslaNatividad","LaGuanera","Fished",19,20,20,"27.87881",-115.16608,"12",7,"Haliotiscorrugata","7",17,"1","",13
"RobertoVazquez","7/29/11","2011","9:42","10:15","1","Mexico","IslaNatividad","LaGuanera","Fished",19,20,20,"27.87881",-115.16608,"12",7,"Haliotiscorrugata","8",20,"1","",15
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotisfulgens","0",NA,"0","",NA
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","1",21,"1","",16
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","2",16,"1","",13
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","2",19,"1","",15
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","3",21,"1","",16
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","4",17,"1","",13
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","5",18,"1","",14
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","5",18,"1","",14
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","5",22,"1","",17
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","6",20,"1","",15
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","7",15,"1","",12
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","7",17,"1","",13
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","7",21,"1","",16
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","8",17,"1","",13
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","8",20,"1","",15
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","9",11,"1","",9
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","9",14,"1","",11
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","9",14,"1","",11
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","9",19,"1","",15
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","10",9,"1","",8
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","10",22,"1","",17
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","11",18,"1","",14
"RobertoVazquez","7/29/11","2011","10:37","11:19","2","Mexico","IslaNatividad","LaGuanera","Fished",10,12,12,"27.87585",-115.16816,"12",5,"Haliotiscorrugata","12",11,"1","",9
