"Observer","Date","Month","Day","Year","TimeInitial","TimeFinal","TransectNumber","Location","Site","Zone","Country","DepthInitial","DepthFinal","DepthMax","Latitude","Longitude","Temperature","Visibility","SandSiltClay","Cobble","Boulder","Bedrock","Other","ReliefOne","ReliefTwo","ReliefThree","ReliefFour","NoOrg","BrownAlgae","OtherBrownAlgae","GreenAlgae","RedAlgae","ArticulatedCoralline","CrustoseCoralline","SessileInvertebrate","MobileInvertebrate","Gellidium","Seagrass","newdate"
"AlonsoGrosso","8/3/10",8,3,2010,"9:34","9:44",23,"PuntaPrieta","IslaNatividad","Reserve","Mexico",8.2,6.6,8.2,27.88735,-115.19172,16,8,NA,2,4,22,2,6,24,NA,NA,2,NA,NA,NA,7,6,6,NA,NA,NA,9,0010-08-03
"SergioMendoza","8/3/10",8,3,2010,"9:35","9:42",24,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.2,9.9,9.9,27.88735,-115.19172,16,8,2,4,3,21,NA,2,28,NA,NA,6,3,1,NA,4,10,6,NA,NA,NA,NA,0010-08-03
"AbrahamMayoral","8/8/09",8,8,2009,"10:39","10:47",1,"LaBarrita","IslaNatividad","Fished","Mexico",11.6,9.5,11.6,27.89659,-115.20563,20,13,0,3,3,9,0,0,9,4,2,0,4,0,0,3,1,4,0,NA,3,0,0009-08-08
"ArturoHernandez","8/8/09",8,8,2009,"10:41","10:48",2,"LaBarrita","IslaNatividad","Fished","Mexico",13,12.8,13,27.89659,-115.20563,20,13,0,0,0,15,0,0,2,13,0,0,5,0,0,1,3,1,0,NA,5,0,0009-08-08
"AlbertoZuniga","8/8/09",8,8,2009,"10:31","10:36",3,"LaBarrita","IslaNatividad","Fished","Mexico",12,12.7,12.7,27.89742,-115.20596,20,9,0,0,3,12,0,4,10,1,0,0,4,0,0,6,1,1,0,NA,3,0,0009-08-08
"AlbertoZuniga","8/8/09",8,8,2009,"11:56","12:04",4,"LaBarrita","IslaNatividad","Fished","Mexico",11,8.6,11,27.89576,-115.20666,20,9,2,1,5,7,0,3,10,2,0,2,3,1,0,2,2,2,1,NA,2,0,0009-08-08
"AlonsoGrosso","8/8/09",8,8,2009,"10:25","10:31",5,"LaBarrita","IslaNatividad","Fished","Mexico",11.9,10.6,11.9,27.89717,-115.20536,21,8,0,0,0,15,0,0,10,3,2,0,1,0,0,5,3,2,0,NA,4,0,0009-08-08
"AlonsoGrosso","8/8/09",8,8,2009,"11:35","11:42",6,"LaBarrita","IslaNatividad","Fished","Mexico",7.6,8.6,8.6,27.89474,-115.20603,20,8,0,1,1,13,0,3,12,0,0,3,1,1,2,0,3,1,0,NA,4,0,0009-08-08
"JhonatanCastro","8/8/09",8,8,2009,"10:44","10:49",7,"LaBarrita","IslaNatividad","Fished","Mexico",13.1,14,13.1,27.89742,-115.20596,20,11,0,2,1,12,0,1,13,1,0,0,0,0,0,3,7,3,0,NA,2,0,0009-08-08
"JhonatanCastro","8/8/09",8,8,2009,"11:51","11:58",8,"LaBarrita","IslaNatividad","Fished","Mexico",12.7,7.3,12.7,27.89576,-115.20666,20,11,2,5,3,5,0,5,7,2,1,0,2,0,0,2,3,6,1,NA,1,0,0009-08-08
"MarioRojo","8/8/09",8,8,2009,"10:26","10:30",9,"LaBarrita","IslaNatividad","Fished","Mexico",13,11,13,27.89659,-115.20563,20,8,0,2,12,1,0,0,14,1,0,0,3,1,0,1,2,6,0,NA,2,0,0009-08-08
"SergioMendoza","8/8/09",8,8,2009,"10:25","10:35",10,"LaBarrita","IslaNatividad","Fished","Mexico",10.9,10.6,10.9,27.89717,-115.20536,20,8,1,2,5,7,0,0,15,0,0,2,1,0,0,0,1,4,0,NA,7,0,0009-08-08
"SergioMendoza","8/8/09",8,8,2009,"11:35","11:42",11,"LaBarrita","IslaNatividad","Fished","Mexico",7.6,8.6,8.6,27.89474,-115.20603,20,8,1,3,2,9,0,1,14,0,0,1,1,0,0,1,5,5,0,NA,2,0,0009-08-08
"AbrahamMayoral","8/10/09",8,10,2009,"10:25","10:31",12,"LaBarrita","IslaNatividad","Fished","Mexico",15.2,17.4,17.4,27.89722,-115.2055,22,12,2,6,0,7,0,4,11,0,0,2,0,2,0,2,2,5,2,NA,0,0,0009-08-10
"AbrahamMayoral","8/10/09",8,10,2009,"11:42","11:48",13,"LaBarrita","IslaNatividad","Fished","Mexico",6,5,6,27.89322,-115.20576,20,12,0,2,0,13,0,0,15,0,0,0,1,2,0,5,0,2,2,NA,3,0,0009-08-10
"ArturoHernandez","8/10/09",8,10,2009,"10:27","10:32",14,"LaBarrita","IslaNatividad","Fished","Mexico",12.5,13.8,13.8,27.89722,-115.2055,22,12,0,3,7,5,0,1,14,0,0,0,1,0,0,0,6,2,0,NA,6,0,0009-08-10
"ArturoHernandez","8/10/09",8,10,2009,"11:45","11:50",15,"LaBarrita","IslaNatividad","Fished","Mexico",5,4.2,5,27.89322,-115.20576,20,12,3,5,3,4,0,2,13,0,0,2,1,0,0,0,3,2,0,NA,5,2,0009-08-10
"AlbertoZuniga","8/10/09",8,10,2009,"10:25","10:34",16,"LaBarrita","IslaNatividad","Fished","Mexico",14,11,14,27.89648,-115.20409,19,8,0,3,3,9,0,3,10,2,0,0,5,0,0,3,1,4,0,NA,2,0,0009-08-10
"AlonsoGrosso","8/10/09",8,10,2009,"10:16","10:20",18,"LaBarrita","IslaNatividad","Fished","Mexico",11.3,13.7,13.7,27.89552,-115.20299,20,10,1,2,0,12,0,0,15,0,0,1,1,0,0,5,3,4,0,NA,1,0,0009-08-10
"AlonsoGrosso","8/10/09",8,10,2009,"11:28","11:33",19,"LaBarrita","IslaNatividad","Fished","Mexico",11.3,7.8,11.3,27.8954,-115.20747,20,10,0,4,0,11,0,4,11,0,0,0,3,0,0,1,2,7,0,NA,2,0,0009-08-10
"JhonatanCastro","8/10/09",8,10,2009,"10:23","10:27",20,"LaBarrita","IslaNatividad","Fished","Mexico",14.9,11.6,14.9,27.89648,-115.20409,22,11,0,2,6,7,0,0,12,3,0,0,4,1,0,7,0,3,0,NA,0,0,0009-08-10
"JhonatanCastro","8/10/09",8,10,2009,"11:39","11:44",21,"LaBarrita","IslaNatividad","Fished","Mexico",8.6,8,8.6,27.8945,-115.20728,20,11,0,4,11,0,0,1,14,0,0,1,2,0,9,1,2,0,0,NA,0,0,0009-08-10
"AlbertoZuniga","8/10/09",8,10,2009,"11:37","11:46",17,"LaBarrita","IslaNatividad","Fished","Mexico",8,8,8,27.8945,-115.20728,20,8,0,1,4,10,0,3,12,0,0,0,4,1,3,4,1,0,0,NA,2,0,0009-08-10
"MarioRojo","8/10/09",8,10,2009,"10:20","10:24",22,"LaBarrita","IslaNatividad","Fished","Mexico",12,12,12,27.89722,-115.2055,22,10,0,7,2,6,0,0,15,0,0,0,3,0,0,2,3,7,0,NA,0,0,0009-08-10
"MarioRojo","8/10/09",8,10,2009,"11:35","11:39",23,"LaBarrita","IslaNatividad","Fished","Mexico",5,6,6,27.89322,-115.20576,20,10,1,4,8,2,0,0,15,0,0,0,1,2,0,3,2,6,0,NA,1,0,0009-08-10
"SergioMendoza","8/10/09",8,10,2009,"10:18","10:24",24,"LaBarrita","IslaNatividad","Fished","Mexico",10.6,12.7,12.7,27.89552,-115.20299,20,9,2,4,4,5,0,0,15,0,0,3,1,0,0,0,3,4,0,NA,4,0,0009-08-10
"SergioMendoza","8/10/09",8,10,2009,"11:21","11:27",25,"LaBarrita","IslaNatividad","Fished","Mexico",6,7.5,7.5,27.8954,-115.20747,20,9,0,5,4,6,0,3,12,0,0,2,0,1,0,0,3,3,0,NA,6,0,0009-08-10
"AbrahamMayoral","8/5/09",8,5,2009,"10:28","10:34",1,"LaGuanera","IslaNatividad","Fished","Mexico",12,12.3,12.3,27.8783,-115.16908,14,8,0,6,1,8,0,1,11,3,0,0,2,1,0,0,2,7,3,NA,0,0,0009-08-05
"AbrahamMayoral","8/5/09",8,5,2009,"11:40","11:49",2,"LaGuanera","IslaNatividad","Fished","Mexico",8,8,8,27.87848,-115.17294,14,8,4,2,1,8,0,6,9,0,0,4,0,1,0,3,4,2,1,NA,0,0,0009-08-05
"ArturoHernandez","8/5/09",8,5,2009,"10:23","10:30",3,"LaGuanera","IslaNatividad","Fished","Mexico",16,16.8,16.8,27.8783,-115.1698,14,10,0,5,6,4,0,3,12,0,0,0,6,0,0,0,6,3,0,NA,0,0,0009-08-05
"ArturoHernandez","8/5/09",8,5,2009,"11:43","11:53",4,"LaGuanera","IslaNatividad","Fished","Mexico",10,10,10,27.87845,-115.17294,14,10,0,5,3,7,0,0,12,3,0,0,4,0,0,1,8,1,0,NA,0,1,0009-08-05
"AlbertoZuniga","8/5/09",8,5,2009,"10:21","10:28",5,"LaGuanera","IslaNatividad","Fished","Mexico",13.3,14.4,14.4,27.87716,-115.16756,14,7,2,6,5,2,0,9,6,0,0,2,2,4,0,0,1,6,0,NA,0,0,0009-08-05
"AlbertoZuniga","8/5/09",8,5,2009,"11:43","11:53",6,"LaGuanera","IslaNatividad","Fished","Mexico",5.1,4.7,5.1,27.8779,-115.17374,20,7,0,2,3,10,0,6,8,1,0,0,5,0,2,3,0,2,0,NA,3,0,0009-08-05
"AlonsoGrosso","8/5/09",8,5,2009,"10:15","10:19",7,"LaGuanera","IslaNatividad","Fished","Mexico",13.6,14.3,14.3,27.87605,-115.16637,13,6,2,10,1,2,0,11,4,0,0,2,0,0,0,0,2,11,0,NA,0,0,0009-08-05
"AlonsoGrosso","8/5/09",8,5,2009,"11:28","11:34",8,"LaGuanera","IslaNatividad","Fished","Mexico",6.6,7.1,7.1,27.877,-115.17278,20,6,2,7,1,5,0,7,8,0,0,1,1,1,0,2,3,7,0,NA,0,0,0009-08-05
"JhonatanCastro","8/5/09",8,5,2009,"10:14","10:23",9,"LaGuanera","IslaNatividad","Fished","Mexico",15,14.6,15,27.87716,-115.16756,14,7,1,10,0,1,3,10,5,0,0,1,1,0,0,0,3,9,1,NA,0,0,0009-08-05
"JhonatanCastro","8/5/09",8,5,2009,"11:53","11:58",10,"LaGuanera","IslaNatividad","Fished","Mexico",4.2,4,4.2,27.8779,-115.17374,20,7,0,2,4,9,0,0,6,9,0,0,2,1,0,4,2,0,0,NA,3,3,0009-08-05
"MarioRojo","8/5/09",8,5,2009,"10:00","10:05",11,"LaGuanera","IslaNatividad","Fished","Mexico",15,15.5,15.5,27.8783,-115.16908,14,10,1,7,6,1,0,0,15,0,0,1,2,0,0,0,3,8,1,NA,0,0,0009-08-05
"MarioRojo","8/5/09",8,5,2009,"11:00","11:05",12,"LaGuanera","IslaNatividad","Fished","Mexico",10,10,10,27.87845,-115.17294,14,10,1,4,7,3,0,1,12,2,0,1,5,0,0,1,0,6,0,NA,1,1,0009-08-05
"SergioMendoza","8/5/09",8,5,2009,"10:15","10:19",13,"LaGuanera","IslaNatividad","Fished","Mexico",13.6,14.3,14.3,27.87605,-115.16637,13,6,2,8,2,3,0,2,13,0,0,4,1,0,0,9,1,0,0,NA,0,0,0009-08-05
"SergioMendoza","8/5/09",8,5,2009,"11:28","11:34",14,"LaGuanera","IslaNatividad","Fished","Mexico",6.6,7.1,7.1,27.877,-115.17278,20,6,1,10,3,1,0,5,10,0,0,4,1,0,0,0,2,7,0,NA,1,0,0009-08-05
"AbrahamMayoral","8/7/09",8,7,2009,"12:43","12:48",15,"LaGuanera","IslaNatividad","Fished","Mexico",7.6,9.3,9.3,27.87521,-115.16757,20,8,0,6,3,6,0,3,4,4,4,0,0,1,0,1,6,7,0,NA,0,0,0009-08-07
"ArturoHernandez","8/7/09",8,7,2009,"12:43","12:48",16,"LaGuanera","IslaNatividad","Fished","Mexico",7.6,8.1,8.1,27.87521,-115.16757,14,8,0,4,0,11,0,3,9,3,0,0,0,1,0,0,10,4,0,NA,0,0,0009-08-07
"AlbertoZuniga","8/7/09",8,7,2009,"12:38","12:43",17,"LaGuanera","IslaNatividad","Fished","Mexico",11.5,11.1,11.5,27.87521,-115.16757,13,7,1,3,7,3,1,5,10,0,0,1,3,2,0,0,5,4,0,NA,0,0,0009-08-07
"JhonatanCastro","8/7/09",8,7,2009,"12:38","12:43",18,"LaGuanera","IslaNatividad","Fished","Mexico",10.5,11.5,11.5,27.87521,-115.16757,13,7,1,3,7,4,0,4,9,2,0,1,0,2,0,1,3,6,2,NA,0,0,0009-08-07
"MarioRojo","8/7/09",8,7,2009,"12:26","12:30",19,"LaGuanera","IslaNatividad","Fished","Mexico",9,8,9,27.87521,-115.16757,20,7,0,4,2,9,0,0,11,4,0,0,1,2,0,1,7,4,0,NA,0,0,0009-08-07
"SergioMendoza","8/7/09",8,7,2009,"12:35","12:39",20,"LaGuanera","IslaNatividad","Fished","Mexico",11,11.5,11.5,27.87521,-115.16757,13,7,2,6,5,2,2,4,11,0,0,2,1,0,0,0,2,10,0,NA,0,0,0009-08-07
"AbrahamMayoral","8/8/09",8,8,2009,"12:03","12:09",21,"LaGuanera","IslaNatividad","Fished","Mexico",9.3,7.8,9.3,27.87329,-115.16418,20,8,1,4,3,7,0,1,9,3,2,1,1,3,0,0,5,5,0,NA,0,0,0009-08-08
"ArturoHernandez","8/8/09",8,8,2009,"12:08","12:15",22,"LaGuanera","IslaNatividad","Fished","Mexico",9,9.8,9.8,27.87329,-115.16918,13,7,0,6,8,1,0,3,12,0,0,0,2,0,0,0,6,5,1,NA,0,1,0009-08-08
"MarioRojo","8/8/09",8,8,2009,"12:00","12:04",23,"LaGuanera","IslaNatividad","Fished","Mexico",10,10,10,27.87329,-115.16418,20,7,0,4,6,5,0,0,15,0,0,0,1,2,0,0,7,5,0,NA,0,0,0009-08-08
"AbrahamMayoral","8/1/09",8,1,2009,"10:09","10:15",1,"LaPlana","IslaNatividad","Reserve","Mexico",12,12,12,27.84826,-115.1692,16,6,0,2,5,8,0,0,15,0,0,0,3,1,0,1,5,2,0,NA,1,2,0009-08-01
"AbrahamMayoral","8/1/09",8,1,2009,"11:42","11:51",2,"LaPlana","IslaNatividad","Reserve","Mexico",5.2,5,5.2,27.8504,-115.16579,16,6,4,2,1,8,0,1,14,0,0,4,0,0,0,2,3,4,0,NA,0,2,0009-08-01
"ArturoHernandez","8/1/09",8,1,2009,"10:20","10:28",3,"LaPlana","IslaNatividad","Reserve","Mexico",12.5,12,12.5,27.84826,-115.1692,16,7,1,5,5,4,0,5,10,0,0,1,0,2,0,0,3,8,0,NA,0,1,0009-08-01
"ArturoHernandez","8/1/09",8,1,2009,"11:49","11:55",4,"LaPlana","IslaNatividad","Reserve","Mexico",6,6,6,27.8504,-115.16579,16,7,1,1,1,12,0,2,13,0,0,1,2,0,0,0,4,1,4,NA,3,0,0009-08-01
"AlbertoZuniga","8/1/09",8,1,2009,"9:51","9:57",5,"LaPlana","IslaNatividad","Reserve","Mexico",17.7,17.6,17.7,27.846,-115.16887,12,7,4,9,2,0,0,11,4,0,0,7,1,0,0,0,4,3,0,NA,0,0,0009-08-01
"AlbertoZuniga","8/1/09",8,1,2009,"11:38","11:49",6,"LaPlana","IslaNatividad","Reserve","Mexico",10.8,8.6,10.8,27.8469,-115.16397,14,7,0,0,6,24,0,8,20,2,0,0,4,5,0,0,14,7,0,NA,0,0,0009-08-01
"AlonsoGrosso","8/1/09",8,1,2009,"11:38","11:47",7,"LaPlana","IslaNatividad","Reserve","Mexico",9,9.8,9.8,27.84851,-115.16154,15,8,0,4,7,19,0,5,25,0,0,0,1,0,1,0,15,12,1,NA,0,0,0009-08-01
"JhonatanCastro","8/1/09",8,1,2009,"9:46","9:51",8,"LaPlana","IslaNatividad","Reserve","Mexico",17.1,17.6,17.6,27.846,-115.16887,12,10,4,9,0,2,0,14,1,0,0,4,0,0,0,0,6,5,0,NA,0,0,0009-08-01
"JhonatanCastro","8/1/09",8,1,2009,"11:39","11:43",9,"LaPlana","IslaNatividad","Reserve","Mexico",8.7,9.6,9.6,27.8469,-115.16397,15,10,1,3,2,9,0,2,10,3,0,1,1,0,0,1,7,5,0,NA,0,0,0009-08-01
"MarioRojo","8/1/09",8,1,2009,"10:10","10:18",10,"LaPlana","IslaNatividad","Reserve","Mexico",12,12,12,27.84826,-115.1692,14,6,1,0,3,11,0,0,12,3,0,1,2,2,0,0,4,4,1,NA,1,0,0009-08-01
"MarioRojo","8/1/09",8,1,2009,"11:40","11:48",11,"LaPlana","IslaNatividad","Reserve","Mexico",6,6,6,27.8504,-115.16579,14,6,0,2,5,8,0,0,15,0,0,0,3,1,0,1,5,2,0,NA,1,2,0009-08-01
"SergioMendoza","8/1/09",8,1,2009,"11:38","11:47",12,"LaPlana","IslaNatividad","Reserve","Mexico",9,9,9,27.84851,-115.16154,15,8,0,2,0,12,1,0,11,2,2,0,2,0,0,0,4,7,2,NA,0,0,0009-08-01
"MaryLuna","8/1/09",8,1,2009,"11:00","11:10",13,"LaPlana","IslaNatividad","Reserve","Mexico",17.8,17.8,17.8,27.8453,-115.16988,14,6,5,6,4,0,0,4,11,0,0,7,0,0,0,1,0,6,1,NA,0,0,0009-08-01
"MaryLuna","8/1/09",8,1,2009,"11:21","11:31",14,"LaPlana","IslaNatividad","Reserve","Mexico",17.2,17.2,17.2,27.8453,-115.16988,14,6,4,6,2,3,0,8,7,0,0,5,0,1,0,0,2,6,1,NA,0,0,0009-08-01
"MaryLuna","8/1/09",8,1,2009,"10:02","10:09",15,"LaPlana","IslaNatividad","Reserve","Mexico",10,8.7,10,27.84779,-115.16559,14,7,0,1,2,12,0,0,13,2,0,2,0,0,0,0,4,5,4,NA,0,0,0009-08-01
"MaryLuna","8/1/09",8,1,2009,"10:25","10:31",16,"LaPlana","IslaNatividad","Reserve","Mexico",10,10,10,27.84779,-115.16559,14,7,0,1,1,13,0,0,13,2,0,1,0,0,0,1,7,3,3,NA,0,0,0009-08-01
"AbrahamMayoral","8/3/09",8,3,2009,"11:46","11:49",17,"LaPlana","IslaNatividad","Reserve","Mexico",5.3,6.6,6.6,27.8502,-115.17031,12,8,1,6,2,6,0,0,12,3,0,1,2,0,0,4,1,5,2,NA,0,0,0009-08-03
"ArturoHernandez","8/3/09",8,3,2009,"9:40","9:47",18,"LaPlana","IslaNatividad","Reserve","Mexico",6,6,6,27.8502,-115.17031,12,9,0,3,5,7,0,0,15,0,0,0,2,0,0,0,0,5,2,NA,6,0,0009-08-03
"AlbertoZuniga","8/3/09",8,3,2009,"11:20","11:29",19,"LaPlana","IslaNatividad","Reserve","Mexico",10.1,9.5,10.1,27.84768,-115.17268,12,9,3,9,8,10,0,18,12,0,0,4,2,4,0,3,4,13,0,NA,0,0,0009-08-03
"AlonsoGrosso","8/3/09",8,3,2009,"11:31","11:41",20,"LaPlana","IslaNatividad","Reserve","Mexico",5.2,6.1,6.1,27.84855,-115.17312,12,10,4,0,2,24,0,6,24,0,0,0,0,0,6,0,20,4,0,NA,0,0,0009-08-03
"JhonatanCastro","8/3/09",8,3,2009,"11:39","11:43",21,"LaPlana","IslaNatividad","Reserve","Mexico",8.5,10.4,10.4,27.84768,-115.17268,12,4,3,2,4,6,0,1,14,0,0,3,1,2,0,1,5,3,0,NA,0,0,0009-08-03
"MarioRojo","8/3/09",8,3,2009,"11:40","11:45",22,"LaPlana","IslaNatividad","Reserve","Mexico",6.3,6,6.3,27.8502,-115.17031,14,6,1,2,2,10,0,0,15,0,0,1,2,1,0,0,5,3,1,NA,2,0,0009-08-03
"SergioMendoza","8/3/09",8,3,2009,"11:31","11:41",23,"LaPlana","IslaNatividad","Reserve","Mexico",5.2,6.1,6.1,27.84855,-115.17312,17,7,2,4,5,3,1,3,12,0,0,4,0,0,0,0,7,4,0,NA,0,0,0009-08-03
"ArturoHernandez","8/1/09",8,1,2009,"13:50","14:00",24,"LaPlana","IslaNatividad","Reserve","Mexico",5.3,5.1,5.3,27.84989,-115.1628,12,8,0,7,4,4,0,0,15,0,0,0,0,1,0,0,8,6,0,NA,0,0,0009-08-01
"AlbertoZuniga","8/8/09",8,8,2009,"14:02","14:07",25,"LaPlana","IslaNatividad","Reserve","Mexico",6,5.8,6,27.84989,-115.1628,14,9,0,1,6,8,0,4,11,0,0,0,1,6,0,0,5,3,0,NA,0,0,0009-08-08
"SergioMendoza","8/8/09",8,8,2009,"13:50","13:59",26,"LaPlana","IslaNatividad","Reserve","Mexico",5.3,5.1,5.3,27.84989,-115.1628,14,8,0,5,4,6,0,0,13,0,2,3,1,0,0,0,7,3,0,NA,1,0,0009-08-08
"AbrahamMayoral","8/4/09",8,4,2009,"10:10","10:16",1,"Babencho","IslaNatividad","Fished","Mexico",16.1,15,16.1,27.85879,-115.18975,14,8,1,5,2,7,0,0,10,5,0,1,0,0,0,0,2,6,3,NA,3,0,0009-08-04
"AbrahamMayoral","8/4/09",8,4,2009,"11:33","11:40",2,"Babencho","IslaNatividad","Fished","Mexico",8.6,12.1,12.1,27.86545,-115.1873,14,8,0,2,4,9,0,0,7,8,0,0,3,0,0,1,0,4,3,NA,4,0,0009-08-04
"ArturoHernandez","8/4/09",8,4,2009,"11:26","11:31",3,"Babencho","IslaNatividad","Fished","Mexico",16.1,15,16.1,27.85879,-115.18975,14,8,1,7,7,0,0,1,14,0,0,1,0,0,0,2,5,4,0,NA,3,0,0009-08-04
"ArturoHernandez","8/4/09",8,4,2009,"11:35","11:43",4,"Babencho","IslaNatividad","Fished","Mexico",8.5,10,10,27.86545,-115.1873,14,8,0,2,0,13,0,0,9,6,0,0,2,0,0,1,1,2,1,NA,8,0,0009-08-04
"AlbertoZuniga","8/4/09",8,4,2009,"10:05","10:12",5,"Babencho","IslaNatividad","Fished","Mexico",15.7,13.1,15.7,27.85971,-115.189,13,6,1,0,6,9,0,5,10,1,0,1,2,1,0,1,2,4,0,NA,5,0,0009-08-04
"AlbertoZuniga","8/4/09",8,4,2009,"11:38","11:46",6,"Babencho","IslaNatividad","Fished","Mexico",9.6,9.1,9.6,27.86448,-115.1875,13,6,0,2,5,8,0,5,7,3,0,1,5,0,0,3,1,1,0,NA,4,0,0009-08-04
"AlonsoGrosso","8/4/09",8,4,2009,"9:41","9:47",7,"Babencho","IslaNatividad","Fished","Mexico",15.2,16.1,16.1,27.85922,-115.18713,13,4,0,8,3,4,0,4,11,0,0,0,0,4,0,0,3,8,0,NA,0,0,0009-08-04
"AlonsoGrosso","8/4/09",8,4,2009,"11:12","11:18",8,"Babencho","IslaNatividad","Fished","Mexico",14.8,12.2,14.8,27.86392,-115.18732,13,4,2,1,0,12,0,2,11,2,0,2,1,0,0,3,2,6,0,NA,1,0,0009-08-04
"JhonatanCastro","8/4/09",8,4,2009,"10:01","10:06",9,"Babencho","IslaNatividad","Fished","Mexico",15.2,13,15.2,27.85971,-115.189,12,6,0,5,3,7,0,0,14,1,0,2,1,0,0,1,0,10,1,NA,0,0,0009-08-04
"JhonatanCastro","8/4/09",8,4,2009,"11:27","11:32",10,"Babencho","IslaNatividad","Fished","Mexico",9.5,8.7,9.5,27.86448,-115.1875,15,6,0,1,3,11,0,0,8,4,3,0,0,0,0,2,1,7,0,NA,5,0,0009-08-04
"MarioRojo","8/4/09",8,4,2009,"11:00","11:05",11,"Babencho","IslaNatividad","Fished","Mexico",15.1,16.3,16.3,27.85879,-115.18975,14,6,0,1,2,12,0,0,13,2,0,0,0,1,0,1,3,5,1,NA,4,0,0009-08-04
"MarioRojo","8/4/09",8,4,2009,"12:00","12:05",12,"Babencho","IslaNatividad","Fished","Mexico",8,10,10,27.86545,-115.1873,14,6,0,4,2,9,0,0,15,0,0,0,4,0,0,0,0,3,2,NA,6,0,0009-08-04
"SergioMendoza","8/4/09",8,4,2009,"9:41","9:47",13,"Babencho","IslaNatividad","Fished","Mexico",15.2,16.1,16.1,27.85922,-115.18713,13,3,2,10,0,1,2,12,3,0,0,6,0,1,0,0,0,8,0,NA,0,0,0009-08-04
"SergioMendoza","8/4/09",8,4,2009,"11:12","11:18",14,"Babencho","IslaNatividad","Fished","Mexico",14.4,12.2,14.4,27.86392,-115.18732,13,4,1,1,2,11,0,3,11,1,0,1,2,0,0,1,1,6,4,NA,0,0,0009-08-04
"AbrahamMayoral","8/6/09",8,6,2009,"10:05","10:10",1,"PuntaPrieta","IslaNatividad","Reserve","Mexico",16,16.7,16.7,27.89266,-115.19263,15,8,2,3,4,6,0,3,12,0,0,1,0,2,0,1,5,3,3,NA,0,0,0009-08-06
"AbrahamMayoral","8/6/09",8,6,2009,"11:24","11:31",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.6,10.1,10.1,27.88786,-115.19205,15,8,1,0,1,13,0,0,10,5,0,1,1,0,0,3,5,1,1,NA,3,0,0009-08-06
"AlbertoZuniga","8/6/09",8,6,2009,"10:06","10:13",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14.8,16.1,16.1,27.89187,-115.19102,15,6,0,3,2,8,2,9,6,0,0,0,0,5,0,0,2,7,1,NA,0,0,0009-08-06
"AlbertoZuniga","8/6/09",8,6,2009,"11:24","11:33",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,8.1,9.8,27.8873,-115.19095,15,6,0,1,4,10,0,6,7,2,0,0,5,0,0,6,2,1,0,NA,1,0,0009-08-06
"AlonsoGrosso","8/6/09",8,6,2009,"9:54","10:00",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",16.4,16.4,16.4,27.89184,-115.19044,15,8,0,3,0,12,0,4,11,0,0,0,0,1,0,0,7,7,0,NA,0,0,0009-08-06
"AlonsoGrosso","8/6/09",8,6,2009,"11:08","11:14",6,"PuntaPrieta","IslaNatividad","Reserve","Mexico",8.7,10,10,27.88697,-115.19048,15,8,1,0,0,14,0,9,5,1,0,1,0,0,2,9,1,2,0,NA,0,0,0009-08-06
"JhonatanCastro","8/6/09",8,6,2009,"10:10","10:14",7,"PuntaPrieta","IslaNatividad","Reserve","Mexico",15.6,16.2,16.2,27.89187,-115.19102,13,6,0,1,2,12,0,2,11,2,0,0,2,0,0,2,4,6,1,NA,0,0,0009-08-06
"JhonatanCastro","8/6/09",8,6,2009,"11:14","11:23",8,"PuntaPrieta","IslaNatividad","Reserve","Mexico",8.5,8.5,8.5,27.8873,-115.19095,15,6,0,2,1,12,0,1,13,1,0,0,4,1,0,6,1,1,2,NA,0,0,0009-08-06
"MarioRojo","8/6/09",8,6,2009,"9:53","9:57",9,"PuntaPrieta","IslaNatividad","Reserve","Mexico",19.5,19,19,27.89266,-115.19263,15,8,0,4,3,8,0,0,15,0,0,0,2,2,0,0,4,6,1,NA,0,0,0009-08-06
"MarioRojo","8/6/09",8,6,2009,"11:14","11:18",10,"PuntaPrieta","IslaNatividad","Reserve","Mexico",11,12,12,27.88786,-115.19205,15,8,0,1,4,10,0,0,12,3,0,0,2,2,0,1,8,1,0,NA,1,0,0009-08-06
"SergioMendoza","8/6/09",8,6,2009,"9:50","9:55",11,"PuntaPrieta","IslaNatividad","Reserve","Mexico",16.4,16.4,16.4,27.89184,-115.19044,15,8,2,2,0,11,0,10,5,0,0,5,1,0,0,0,6,2,1,NA,0,0,0009-08-06
"SergioMendoza","8/6/09",8,6,2009,"9:50","9:55",12,"PuntaPrieta","IslaNatividad","Reserve","Mexico",8.7,10,10,27.88697,-115.19048,15,8,3,4,1,7,0,5,9,0,1,5,0,1,0,0,3,5,0,NA,1,0,0009-08-06
"AbrahamMayoral","8/7/09",8,7,2009,"10:16","10:21",13,"PuntaPrieta","IslaNatividad","Reserve","Mexico",19.8,21.2,21.2,27.89205,-115.18825,12,8,1,5,0,9,0,3,10,2,0,1,0,4,0,3,0,4,3,NA,0,0,0009-08-07
