codigo,observador,fecha,A–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),A,G,B,R,O,0,1,2,3,N,C,OC,V,R,CO,L,I,G,P,Total sustrato,Total relieve,Total Cobertura,direcci—n
INPUPR-250708-AH-1-15-PCU,Arturo Hernandez,7/25/08,2008,9:50,9:58,0:08,2,1,15,15,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,34.98,10.6,39.93,12.1,39.93,12.1,,,27. 88825,-115.19155,63.9,17.7,10,1,6,3,5,0,3,12,0,0,1,2,1,0,0,2,7,1,0,1,15,15,15,300
INPUPR-020808-AH-1-18-PCU,Arturo Hernandez,8/2/08,2008,9:40,9:45,0:05,2,1,18,18,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,26.4,8,24.09,7.3,26.4,8,,,27.87736,-115.19383,68,20,4,0,0,8,7,0,0,12,3,0,0,0,0,0,0,0,4,0,7,4,15,15,15,300
INPUPR-020808-AH-1-19-PCU,Arturo Hernandez,8/2/08,2008,10:00,10:05,0:05,2,1,19,19,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,21.45,6.5,19.47,5.9,21.45,6.5,,,27.87736,-115.19383,68,20,4,0,0,5,10,0,0,14,1,0,0,0,0,0,0,0,2,0,10,3,15,15,15,300
INPUPR-220708-JF-1-9-PCU,Jesus Flores,7/22/08,2008,9:58,10:04,0:06,2,1,9,9,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,51.81,15.7,50.49,15.3,51.81,15.7,,,27.89186,-115.19081,64.4,18,6,0,2,8,5,0,1,11,3,0,1,4,2,0,0,1,6,1,0,0,15,15,15,300
INPUPR-220708-JF-2-10-PCU,Jesus Flores,7/22/08,2008,11:29,11:34,0:05,2,2,10,10,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,52.8,16,47.19,14.3,52.8,16,,,27.8915,-115.191,60.8,16,6,0,1,2,12,0,0,12,3,0,0,3,2,0,0,2,7,0,1,0,15,15,15,300
INPUPR-220708-MR-1-11-PCU,Mario Rojo,7/22/08,2008,10:07,10:12,0:05,2,1,11,11,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,64.02,19.4,65.34,19.8,65.34,19.8,,,27.89205,-115.18825,57.2,14,5,1,1,9,4,0,0,15,0,0,1,2,0,0,0,3,8,1,0,0,15,15,15,120
INPUPR-220708-MR-2-12-PCU,Mario Rojo,7/22/08,2008,11:58,12:06,0:08,2,2,12,12,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,12.21,3.7,13.53,4.1,13.53,4.1,,,27.88614,-115.19286,68.9,20.5,8,0,1,0,14,0,0,15,0,0,0,5,0,0,1,3,3,0,3,1,15,15,15,120
INPUPR-250708-MR-1-16-PCU,Mario Rojo,7/25/08,2008,9:50,9:55,0:05,2,1,16,16,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,36.96,11.2,34.32,10.4,36.96,11.2,,,27.88825,-115.19155,62.6,17,7,0,3,4,8,0,1,13,1,0,0,4,1,0,0,3,5,2,0,0,15,15,15,120
INPUPR-020808-MR-1-21-PCU,Mario Rojo,8/2/08,2008,9:40,9:45,0:05,2,1,21,21,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,26.73,8.1,28.71,8.7,28.71,8.7,,,27.88736,-115.19383,66.2,19,5,5,0,7,3,0,1,14,0,0,1,3,0,0,1,3,1,0,2,4,15,15,15,120
INPUPR-020808-MR-1-22-PCU,Mario Rojo,8/2/08,2008,10:08,10:11,0:03,2,1,22,22,Punta Prieta,"Punta Prieta, Isla Natividad, Baja California Sur",1,19.14,5.8,19.8,6,19.8,6,,,27.88736,-115.19383,66.2,19,5,1,3,3,8,0,1,14,0,0,2,3,0,0,0,3,4,0,1,2,15,15,15,120
INREBA-290708-AM-1-1-PCU,Abraham Mayoral,7/29/08,2008,9:51,9:55,0:04,2,1,1,1,Babencho,"Reventadora de Babencho, Isla Natividad, Baja California Sur",2,60.06,18.2,59.07,17.9,60.06,18.2,,,27.8588,-115.19007,55.4,13,3,1,7,0,7,0,0,13,2,0,1,2,0,0,2,4,6,0,0,0,15,15,15,300
INREBA-290708-AM-2-2-PCU,Abraham Mayoral,7/29/08,2008,11:21,11:25,0:04,2,2,2,2,Babencho,"Reventadora de Babencho, Isla Natividad, Baja California Sur",2,34.98,10.6,32.01,9.7,34.98,10.6,,,27.86385,-115.1863,57.2,14,4,0,3,2,10,0,0,7,8,0,0,0,0,0,0,1,3,11,0,0,15,15,15,300
INREBA-290708-AZ-1-7-PCU,Alberto Zu–iga,7/29/08,2008,10:13,10:20,0:07,2,1,7,7,Babencho,"Reventadora de Babencho, Isla Natividad, Baja California Sur",2,44.88,13.6,50.82,15.4,50.82,15.4,,,27.86077,-115.18874,59,15,5,0,0,8,7,0,5,10,0,0,0,2,0,0,1,4,6,2,0,0,15,15,15,120
INREBA-290708-AZ-2-8-PCU,Alberto Zu–iga,7/29/08,2008,11:33,11:40,0:07,2,2,8,8,Babencho,"Reventadora de Babencho, Isla Natividad, Baja California Sur",2,29.7,9,34.32,10.4,34.32,10.4,,,27.86418,-115.18704,57.2,14,4,3,1,6,5,0,5,7,3,0,3,4,0,0,0,3,3,2,0,0,15,15,15,120
INREBA-290708-AG-1-9-PCU,Alonso Grosso,7/29/08,2008,9:59,10:06,0:07,2,1,9,9,Babencho,"Reventadora de Babencho, Isla Natividad, Baja California Sur",2,43.89,13.3,43.89,13.3,43.89,13.3,,,27.86077,-115.18874,55.4,13,5,0,6,9,0,0,6,9,0,0,0,0,2,0,3,1,5,4,0,0,15,15,15,300
INREBA-290708-AG-2-10-PCU,Alonso Grosso,7/29/08,2008,11:31,11:39,0:08,2,2,10,10,Babencho,"Reventadora de Babencho, Isla Natividad, Baja California Sur",2,33.99,10.3,30.36,9.2,33.99,10.3,,,27.86418,-115.18704,59,15,4,1,3,10,1,0,2,12,1,0,0,3,0,0,0,4,2,6,0,0,15,15,15,300
INREBA-290708-AR-1-3-PCU,Alonso Ramirez,7/29/08,2008,9:48,9:54,0:06,2,1,3,3,Babencho,"Reventadora de Babencho, Isla Natividad, Baja California Sur",2,59.73,18.1,59.73,18.1,59.73,18.1,,,27.8588,-115.19007,55.4,13,5,0,1,1,13,0,1,12,2,0,0,0,0,0,0,11,3,1,0,0,15,15,15,120
INREBA-290708-AR-2-4-PCU,Alonso Ramirez,7/29/08,2008,11:17,11:23,0:06,2,2,4,4,Babencho,"Reventadora de Babencho, Isla Natividad, Baja California Sur",2,35.64,10.8,37.62,11.4,37.62,11.4,,,27.86385,-115.1863,57.2,14,4,0,5,4,6,0,6,8,1,0,0,0,0,0,0,1,10,2,2,0,15,15,15,120
INREBA-290708-AH-1-5-PCU,Arturo Hernandez,7/29/08,2008,10:09,10:13,0:04,2,1,5,5,Babencho,"Reventadora de Babencho, Isla Natividad, Baja California Sur",2,48.18,14.6,49.5,15,49.5,15,,,27.85841,-115.18916,62.6,17,5,0,1,8,6,0,0,15,0,0,0,1,0,0,1,4,4,5,0,0,15,15,15,120
INREBA-290708-AH-2-6-PCU,Arturo Hernandez,7/29/08,2008,11:36,11:40,0:04,2,2,6,6,Babencho,"Reventadora de Babencho, Isla Natividad, Baja California Sur",2,34.32,10.4,30.36,9.2,34.32,10.4,,,27.86454,-115.18803,55.4,13,5,0,0,2,13,0,0,9,6,0,0,1,0,0,0,7,1,1,5,0,15,15,15,120
INREBA-290708-MR-1-11-PCU,Mario Rojo,7/29/08,2008,10:09,10:13,0:04,2,1,11,11,Babencho,"Reventadora de Babencho, Isla Natividad, Baja California Sur",2,49.5,15,47.52,14.4,49.5,15,,,27.85841,-115.18916,55.4,13,5,0,0,0,15,0,0,15,0,0,0,4,1,0,2,4,2,2,0,0,15,15,15,300
INREBA-290708-MR-2-12-PCU,Mario Rojo,7/29/08,2008,11:35,11:39,0:04,2,2,12,12,Babencho,"Reventadora de Babencho, Isla Natividad, Baja California Sur",2,34.32,10.4,39.6,12,39.6,12,,,27.86454,-115.18803,57.2,14,5,0,0,7,8,0,0,13,2,0,0,3,0,0,1,2,6,3,0,0,15,15,15,300
INLABA-080809-AM-1-1-PCU,Abraham Mayoral,8/8/09,2009,10:39,10:47,0:08,1,1,1,1,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,38.3,11.6,31.4,9.5,38.3,11.6,34.8,10.6,27.89659,-115.20563,68,20,13,0,3,3,9,0,0,9,4,2,0,4,0,0,3,1,4,0,3,0,15,15,15,30
INLABA-080809-AH-1-2-PCU,Arturo Hernandez,8/8/09,2009,10:41,10:48,0:07,1,1,2,2,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,42.9,13,42.2,12.8,42.9,13,42.6,12.9,27.89659,-115.20563,68,20,13,0,0,0,15,0,0,2,13,0,0,5,0,0,1,3,1,0,5,0,15,15,15,
INLABA-080809-AZ-1-3-PCU,Alberto Zu–iga,8/8/09,2009,10:31,10:36,0:05,1,1,3,3,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,39.6,12,41.9,12.7,41.9,12.7,40.8,12.4,27.89742,-115.20596,68,20,9,0,0,3,12,0,4,10,1,0,0,4,0,0,6,1,1,0,3,0,15,15,15,120
INLABA-080809-AZ-2-4-PCU,Alberto Zu–iga,8/8/09,2009,11:56,12:04,0:08,1,2,4,4,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,36.3,11,28.4,8.6,36.3,11,32.3,9.8,27.89576,-115.20666,68,20,9,2,1,5,7,0,3,10,2,0,2,3,1,0,2,2,2,1,2,0,15,15,15,120
INLABA-080809-AG-1-5-PCU,Alonso Grosso,8/8/09,2009,10:25,10:31,0:06,1,1,5,5,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,39.3,11.9,35,10.6,39.3,11.9,37.1,11.3,27.89717,-115.20536,69.8,21,8,0,0,0,15,0,0,10,3,2,0,1,0,0,5,3,2,0,4,0,15,15,15,
INLABA-080809-AG-2-6-PCU,Alonso Grosso,8/8/09,2009,11:35,11:42,0:07,1,2,6,6,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,25.1,7.6,28.4,8.6,28.4,8.6,26.7,8.1,27.89474,-115.20603,68,20,8,0,1,1,13,0,3,12,0,0,3,1,1,2,0,3,1,0,4,0,15,15,15,
INLABA-080809-JC-1-7-PCU,Jhonatan Castro,8/8/09,2009,10:44,10:49,0:05,1,1,7,7,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,43.2,13.1,46.2,14,43.2,13.1,44.7,13.6,27.89742,-115.20596,68,20,11,0,2,1,12,0,1,13,1,0,0,0,0,0,3,7,3,0,2,0,15,15,15,30
INLABA-080809-JC-2-8-PCU,Jhonatan Castro,8/8/09,2009,11:51,11:58,0:07,1,2,8,8,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,41.9,12.7,24.1,7.3,41.9,12.7,33,10,27.89576,-115.20666,68,20,11,2,5,3,5,0,5,7,2,1,0,2,0,0,2,3,6,1,1,0,15,15,15,30
INLABA-080809-MR-1-9-PCU,Mario Rojo,8/8/09,2009,10:26,10:30,0:04,1,1,9,9,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,42.9,13,36.3,11,42.9,13,39.6,12,27.89659,-115.20563,68,20,8,0,2,12,1,0,0,14,1,0,0,3,1,0,1,2,6,0,2,0,15,15,15,270
INLABA-080809-SM-1-10-PCU,Sergio Mendoza,8/8/09,2009,10:25,10:35,0:10,1,1,10,10,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,36,10.9,35,10.6,36,10.9,35.5,10.8,27.89717,-115.20536,68,20,8,1,2,5,7,0,0,15,0,0,2,1,0,0,0,1,4,0,7,0,15,15,15,30
INLABA-080809-SM-2-11-PCU,Sergio Mendoza,8/8/09,2009,11:35,11:42,0:07,1,2,11,11,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,25.1,7.6,28.4,8.6,28.4,8.6,26.7,8.1,27.89474,-115.20603,68,20,8,1,3,2,9,0,1,14,0,0,1,1,0,0,1,5,5,0,2,0,15,15,15,30
INLABA-100809-AM-1-12-PCU,Abraham Mayoral,8/10/09,2009,10:25,10:31,0:06,1,1,12,12,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,50.2,15.2,57.4,17.4,57.4,17.4,53.8,16.3,27.89722,-115.2055,71.6,22,12,2,6,0,7,0,4,11,0,0,2,0,2,0,2,2,5,2,0,0,15,15,15,30
INLABA-100809-AM-2-13-PCU,Abraham Mayoral,8/10/09,2009,11:42,11:48,0:06,1,2,13,13,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,19.8,6,16.5,5,19.8,6,18.2,5.5,27.89322,-115.20576,68,20,12,0,2,0,13,0,0,15,0,0,0,1,2,0,5,0,2,2,3,0,15,15,15,300
INLABA-100809-AH-1-14-PCU,Arturo Hernandez,8/10/09,2009,10:27,10:32,0:05,1,1,14,14,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,41.3,12.5,45.5,13.8,45.5,13.8,43.4,13.2,27.89722,-115.2055,71.6,22,12,0,3,7,5,0,1,14,0,0,0,1,0,0,0,6,2,0,6,0,15,15,15,
INLABA-100809-AH-2-15-PCU,Arturo Hernandez,8/10/09,2009,11:45,11:50,0:05,1,2,15,15,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,16.5,5,13.9,4.2,16.5,5,15.2,4.6,27.89322,-115.20576,68,20,12,3,5,3,4,0,2,13,0,0,2,1,0,0,0,3,2,0,5,2,15,15,15,
INLABA-100809-AZ-1-16-PCU,Alberto Zu–iga,8/10/09,2009,10:25,10:34,0:09,1,1,16,16,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,46.2,14,36.3,11,46.2,14,41.3,12.5,27.89648,-115.20409,66.2,19,8,0,3,3,9,0,3,10,2,0,0,5,0,0,3,1,4,0,2,0,15,15,15,300
INLABA-100809-AG-1-18-PCU,Alonso Grosso,8/10/09,2009,10:16,10:20,0:04,1,1,18,18,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,37.3,11.3,45.2,13.7,45.2,13.7,41.3,12.5,27.89552,-115.20299,68,20,10,1,2,0,12,0,0,15,0,0,1,1,0,0,5,3,4,0,1,0,15,15,15,270
INLABA-100809-AG-2-19-PCU,Alonso Grosso,8/10/09,2009,11:28,11:33,0:05,1,2,19,19,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,37.3,11.3,25.7,7.8,37.3,11.3,31.5,9.6,27.8954,-115.20747,68,20,10,0,4,0,11,0,4,11,0,0,0,3,0,0,1,2,7,0,2,0,15,15,15,270
INLABA-100809-JC-1-20-PCU,Jhonatan Castro,8/10/09,2009,10:23,10:27,0:04,1,1,20,20,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,49.2,14.9,38.3,11.6,49.2,14.9,43.7,13.3,27.89648,-115.20409,71.6,22,11,0,2,6,7,0,0,12,3,0,0,4,1,0,7,0,3,0,0,0,15,15,15,120
INLABA-100809-JC-2-21-PCU,Jhonatan Castro,8/10/09,2009,11:39,11:44,0:05,1,2,21,21,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,28.4,8.6,26.4,8,28.4,8.6,27.4,8.3,27.8945,-115.20728,68,20,11,0,4,11,0,0,1,14,0,0,1,2,0,9,1,2,0,0,0,0,15,15,15,300
INLABA-100809-AZ-2-17-PCU,Alberto Zu–iga,8/10/09,2009,11:37,11:46,0:09,1,2,17,17,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,26.4,8,26.4,8,26.4,8,26.4,8,27.8945,-115.20728,68,20,8,0,1,4,10,0,3,12,0,0,0,4,1,3,4,1,0,0,2,0,15,15,15,120
INLABA-100809-MR-1-22-PCU,Mario Rojo,8/10/09,2009,10:20,10:24,0:04,1,1,22,22,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,39.6,12,39.6,12,39.6,12,39.6,12,27.89722,-115.2055,71.6,22,10,0,7,2,6,0,0,15,0,0,0,3,0,0,2,3,7,0,0,0,15,15,15,240
INLABA-100809-MR-2-23-PCU,Mario Rojo,8/10/09,2009,11:35,11:39,0:04,1,2,23,23,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,16.5,5,19.8,6,19.8,6,18.2,5.5,27.89322,-115.20576,68,20,10,1,4,8,2,0,0,15,0,0,0,1,2,0,3,2,6,0,1,0,15,15,15,100
INLABA-100809-SM-1-24-PCU,Sergio Mendoza,8/10/09,2009,10:18,10:24,0:06,1,1,24,24,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,35,10.6,41.9,12.7,41.9,12.7,38.4,11.7,27.89552,-115.20299,68,20,9,2,4,4,5,0,0,15,0,0,3,1,0,0,0,3,4,0,4,0,15,15,15,90
INLABA-100809-SM-2-25-PCU,Sergio Mendoza,8/10/09,2009,11:21,11:27,0:06,1,2,25,25,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,19.8,6,24.8,7.5,24.8,7.5,22.3,6.8,27.8954,-115.20747,68,20,9,0,5,4,6,0,3,12,0,0,2,0,1,0,0,3,3,0,6,0,15,15,15,210
INLAGU-050809-AM-1-1-PCU,Abraham Mayoral,8/5/09,2009,10:28,10:34,0:06,2,1,1,1,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,39.6,12,40.6,12.3,40.6,12.3,40.1,12.2,27.8783,-115.16908,57.2,14,8,0,6,1,8,0,1,11,3,0,0,2,1,0,0,2,7,3,0,0,15,15,15,
INLAGU-050809-AM-2-2-PCU,Abraham Mayoral,8/5/09,2009,11:40,11:49,0:09,2,2,2,2,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,26.4,8,26.4,8,26.4,8,26.4,8,27.87848,-115.17294,57.2,14,8,4,2,1,8,0,6,9,0,0,4,0,1,0,3,4,2,1,0,0,15,15,15,
INLAGU-050809-AH-1-3-PCU,Arturo Hernandez,8/5/09,2009,10:23,10:30,0:07,2,1,3,3,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,52.8,16,55.4,16.8,55.4,16.8,54.1,16.4,27.8783,-115.1698,57.2,14,10,0,5,6,4,0,3,12,0,0,0,6,0,0,0,6,3,0,0,0,15,15,15,
INLAGU-050809-AH-2-4-PCU,Arturo Hernandez,8/5/09,2009,11:43,11:53,0:10,2,2,4,4,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,33,10,33,10,33,10,33,10,27.87845,-115.17294,57.2,14,10,0,5,3,7,0,0,12,3,0,0,4,0,0,1,8,1,0,0,1,15,15,15,
INLAGU-050809-AZ-1-5-PCU,Alberto Zu–iga,8/5/09,2009,10:21,10:28,0:07,2,1,5,5,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,43.9,13.3,47.5,14.4,47.5,14.4,45.7,13.9,27.87716,-115.16756,57.2,14,7,2,6,5,2,0,9,6,0,0,2,2,4,0,0,1,6,0,0,0,15,15,15,
INLAGU-050809-AZ-2-6-PCU,Alberto Zu–iga,8/5/09,2009,11:43,11:53,0:10,2,2,6,6,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,16.8,5.1,15.5,4.7,16.8,5.1,16.2,4.9,27.8779,-115.17374,68,20,7,0,2,3,10,0,6,8,1,0,0,5,0,2,3,0,2,0,3,0,15,15,15,
INLAGU-050809-AG-1-7-PCU,Alonso Grosso,8/5/09,2009,10:15,10:19,0:04,2,1,7,7,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,44.9,13.6,47.2,14.3,47.2,14.3,46,14,27.87605,-115.16637,55.4,13,6,2,10,1,2,0,11,4,0,0,2,0,0,0,0,2,11,0,0,0,15,15,15,
INLAGU-050809-AG-2-8-PCU,Alonso Grosso,8/5/09,2009,11:28,11:34,0:06,2,2,8,8,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,21.8,6.6,23.4,7.1,23.4,7.1,22.6,6.9,27.877,-115.17278,68,20,6,2,7,1,5,0,7,8,0,0,1,1,1,0,2,3,7,0,0,0,15,15,15,
INLAGU-050809-JC-1-9-PCU,Jhonatan Castro,8/5/09,2009,10:14,10:23,0:09,2,1,9,9,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,49.5,15,48.2,14.6,49.5,15,48.8,14.8,27.87716,-115.16756,57.2,14,7,1,10,0,1,3,10,5,0,0,1,1,0,0,0,3,9,1,0,0,15,15,15,90
INLAGU-050809-JC-2-10-PCU,Jhonatan Castro,8/5/09,2009,11:53,11:58,0:05,2,2,10,10,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,13.9,4.2,13.2,4,13.9,4.2,13.5,4.1,27.8779,-115.17374,68,20,7,0,2,4,9,0,0,6,9,0,0,2,1,0,4,2,0,0,3,3,15,15,15,120
INLAGU-050809-MR-1-11-PCU,Mario Rojo,8/5/09,2009,10:00,10:05,0:05,2,1,11,11,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,49.5,15,51.2,15.5,51.2,15.5,50.3,15.3,27.8783,-115.16908,57.2,14,10,1,7,6,1,0,0,15,0,0,1,2,0,0,0,3,8,1,0,0,15,15,15,
INLAGU-050809-MR-2-12-PCU,Mario Rojo,8/5/09,2009,11:00,11:05,0:05,2,2,12,12,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,33,10,33,10,33,10,33,10,27.87845,-115.17294,57.2,14,10,1,4,7,3,0,1,12,2,0,1,5,0,0,1,0,6,0,1,1,15,15,15,
INLAGU-050809-SM-1-13-PCU,Sergio Mendoza,8/5/09,2009,10:15,10:19,0:04,2,1,13,13,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,44.9,13.6,47.2,14.3,47.2,14.3,46,14,27.87605,-115.16637,55.4,13,6,2,8,2,3,0,2,13,0,0,4,1,0,0,9,1,0,0,0,0,15,15,15,
INLAGU-050809-SM-2-14-PCU,Sergio Mendoza,8/5/09,2009,11:28,11:34,0:06,2,2,14,14,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,21.8,6.6,23.4,7.1,23.4,7.1,22.6,6.9,27.877,-115.17278,68,20,6,1,10,3,1,0,5,10,0,0,4,1,0,0,0,2,7,0,1,0,15,15,15,
INLAGU-070809-AM-3-15-PCU,Abraham Mayoral,8/7/09,2009,12:43,12:48,0:05,1,3,15,15,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,25.1,7.6,30.7,9.3,30.7,9.3,27.9,8.5,27.87521,-115.16757,68,20,8,0,6,3,6,0,3,4,4,4,0,0,1,0,1,6,7,0,0,0,15,15,15,
INLAGU-070809-AH-3-16-PCU,Arturo Hernandez,8/7/09,2009,12:43,12:48,0:05,1,1,16,16,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,25.1,7.6,26.7,8.1,26.7,8.1,25.9,7.9,27.87521,-115.16757,57.2,14,8,0,4,0,11,0,3,9,3,0,0,0,1,0,0,10,4,0,0,0,15,15,15,
INLAGU-070809-AZ-3-17-PCU,Alberto Zu–iga,8/7/09,2009,12:38,12:43,0:05,1,1,17,17,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,38,11.5,36.6,11.1,38,11.5,37.3,11.3,27.87521,-115.16757,55.4,13,7,1,3,7,3,1,5,10,0,0,1,3,2,0,0,5,4,0,0,0,15,15,15,
INLAGU-070809-JC-3-18-PCU,Jhonatan Castro,8/7/09,2009,12:38,12:43,0:05,1,3,18,18,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,34.7,10.5,38,11.5,38,11.5,36.3,11,27.87521,-115.16757,55.4,13,7,1,3,7,4,0,4,9,2,0,1,0,2,0,1,3,6,2,0,0,15,15,15,120
INLAGU-070809-MR-3-19-PCU,Mario Rojo,8/7/09,2009,12:26,12:30,0:04,1,1,19,19,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,29.7,9,26.4,8,29.7,9,28.1,8.5,27.87521,-115.16757,68,20,7,0,4,2,9,0,0,11,4,0,0,1,2,0,1,7,4,0,0,0,15,15,15,
INLAGU-070809-SM-3-20-PCU,Sergio Mendoza,8/7/09,2009,12:35,12:39,0:04,1,3,20,20,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,36.3,11,38,11.5,38,11.5,37.1,11.3,27.87521,-115.16757,55.4,13,7,2,6,5,2,2,4,11,0,0,2,1,0,0,0,2,10,0,0,0,17,15,15,
INLAGU-080809-SM-3-21-PCU,Abraham Mayoral,8/8/09,2009,12:03,12:09,0:06,1,1,21,21,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,30.7,9.3,25.7,7.8,30.7,9.3,28.2,8.6,27.87329,-115.16418,68,20,8,1,4,3,7,0,1,9,3,2,1,1,3,0,0,5,5,0,0,0,15,15,15,
INLAGU-080809-AH-3-22-PCU,Arturo Hernandez,8/8/09,2009,12:08,12:15,0:07,1,2,22,22,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,29.7,9,32.3,9.8,32.3,9.8,31,9.4,27.87329,-115.16918,55.4,13,7,0,6,8,1,0,3,12,0,0,0,2,0,0,0,6,5,1,0,1,15,15,15,120
INLAGU-080809-MR-3-23-PCU,Mario Rojo,8/8/09,2009,12:00,12:04,0:04,1,1,23,23,La Guanera,"La Guanera Sur,Isla Natividad, Baja California Sur",2,33,10,33,10,33,10,33,10,27.87329,-115.16418,68,20,7,0,4,6,5,0,0,15,0,0,0,1,2,0,0,7,5,0,0,0,15,15,15,
INLAPL-010809-AM-1-1-PCU,Abraham Mayoral,8/1/09,2009,10:09,10:15,0:06,2,1,1,1,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,39.6,12,39.6,12,39.6,12,39.6,12,27.84826,-115.1692,60.8,16,6,0,2,5,8,0,0,15,0,0,0,3,1,0,1,5,2,0,1,2,15,15,15,
INLAPL-010809-AM-2-2-PCU,Abraham Mayoral,8/1/09,2009,11:42,11:51,0:09,2,2,2,2,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,17.2,5.2,16.5,5,17.2,5.2,16.8,5.1,27.8504,-115.16579,60.8,16,6,4,2,1,8,0,1,14,0,0,4,0,0,0,2,3,4,0,0,2,15,15,15,
INLAPL-010809-AH-1-3-PCU,Arturo Hernandez,8/1/09,2009,10:20,10:28,0:08,2,1,3,3,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,41.3,12.5,39.6,12,41.3,12.5,40.4,12.3,27.84826,-115.1692,60.8,16,7,1,5,5,4,0,5,10,0,0,1,0,2,0,0,3,8,0,0,1,15,15,15,320
INLAPL-010809-AH-2-4-PCU,Arturo Hernandez,8/1/09,2009,11:49,11:55,0:06,2,1,4,4,La Plana/Las Cuevas,"La Plana/Cuevas, Isla Natividad Baja California Sur",1,19.8,6,19.8,6,19.8,6,19.8,6,27.8504,-115.16579,60.8,16,7,1,1,1,12,0,2,13,0,0,1,2,0,0,0,4,1,4,3,0,15,15,15,300
