codigo,observador,fecha,a–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,zona,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),especie,talla,sexo/categoria,direcci—n,comentarios,nt,biomasa
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Labrisomus xanti,9,,,,3.5,9.8739
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Abudefduf troschelii,15,,,,3,62.0984
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Abudefduf troschelii,15,,,,3,62.0984
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Abudefduf troschelii,15,,,,3,62.0984
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Abudefduf troschelii,15,,,,3,62.0984
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Halichoeres chierchae,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Halichoeres dispilus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Halichoeres dispilus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Halichoeres dispilus,15,,,,3.5,51.0264
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Halichoeres dispilus,15,,,,3.5,51.0264
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Halichoeres dispilus,15,,,,3.5,51.0264
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Halichoeres dispilus,15,,,,3.5,51.0264
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Ophioblennius steindachneri,5,,,,2.7,1.4907
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Ophioblennius steindachneri,5,,,,2.7,1.4907
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Ophioblennius steindachneri,7,,,,2.7,3.3192
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Serranus psittacinus,10,,,,3.7,13.6980
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Serranus psittacinus,5,,,,3.7,1.8984
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Stegastes flavilatus,5,,,,2,3.7797
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Stegastes flavilatus,5,,,,2,3.7797
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Stegastes flavilatus,3,,,,2,0.8544
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Stegastes flavilatus,3,,,,2,0.8544
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Stegastes flavilatus,3,,,,2,0.8544
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Stegastes flavilatus,3,,,,2,0.8544
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Stegastes flavilatus,5,,,,2,3.7797
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Stegastes flavilatus,5,,,,2,3.7797
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Stegastes flavilatus,5,,,,2,3.7797
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Stegastes flavilatus,5,,,,2,3.7797
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Stegastes flavilatus,5,,,,2,3.7797
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Stegastes flavilatus,5,,,,2,3.7797
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Stegastes flavilatus,5,,,,2,3.7797
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Stegastes flavilatus,3,,,,2,0.8544
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Stegastes flavilatus,3,,,,2,0.8544
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Stegastes flavilatus,3,,,,2,0.8544
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Stegastes flavilatus,3,,,,2,0.8544
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Stegastes rectrifaenum,3,,,,2,0.5319
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Stegastes rectrifaenum,3,,,,2,0.5319
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Stegastes rectrifaenum,3,,,,2,0.5319
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Thalassoma lucasanum,5,,,,3.5,1.2959
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Thalassoma lucasanum,5,,,,3.5,1.2959
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Thalassoma lucasanum,5,,,,3.5,1.2959
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Thalassoma lucasanum,5,,,,3.5,1.2959
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Girella simplicidens,30,,,,2.8,548.9373
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Halichoeres semicintus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Halichoeres semicintus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Halichoeres semicintus,15,,,,3.5,51.0264
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Halichoeres semicintus,15,,,,3.5,51.0264
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Halichoeres semicintus,15,,,,3.5,51.0264
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Halichoeres semicintus,15,,,,3.5,51.0264
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Halichoeres semicintus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Halichoeres semicintus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Halichoeres semicintus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Halichoeres semicintus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Halichoeres semicintus,15,,,,3.5,51.0264
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Halichoeres semicintus,20,,,,3.5,123.3161
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Halichoeres semicintus,25,,,,3.5,244.4961
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Calamus brachyosomus,25,,,,3.5,4168.2369
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Calamus brachyosomus,25,,,,3.5,4168.2369
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Calamus brachyosomus,25,,,,3.5,4168.2369
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Calamus brachyosomus,25,,,,3.5,4168.2369
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Calamus brachyosomus,30,,,,3.5,7041.8306
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Calamus brachyosomus,30,,,,3.5,7041.8306
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Calamus brachyosomus,35,,,,3.5,10970.6216
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Hypsypops rubicundus,5,,,,3.2,3.4090
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Hypsypops rubicundus,5,,,,3.2,3.4090
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Hypsypops rubicundus,3,,,,3.2,0.7061
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Hypsypops rubicundus,3,,,,3.2,0.7061
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Hypsypops rubicundus,3,,,,3.2,0.7061
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Hypsypops rubicundus,3,,,,3.2,0.7061
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Hypsypops rubicundus,20,,,,3.2,244.4400
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Hypsypops rubicundus,25,,,,3.2,486.2381
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Hypsypops rubicundus,20,,,,3.2,244.4400
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Semicossyphus pulcher,25,,,,3.6,451.5625
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Semicossyphus pulcher,25,,,,3.6,451.5625
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Paralabrax clathratus,30,,,,3.9,182.6208
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Paralabrax clathratus,30,,,,3.9,182.6208
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Paralabrax clathratus,30,,,,3.9,182.6208
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Paralabrax clathratus,25,,,,3.9,100.6069
,Arturo Hernandez,11/20/10,2010,14:25,14:40,,,3,3,3,El Birlo,El Birlo Bahia Magdalena,,,8.8,,9.1,,,,,,,,20,,Paralabrax clathratus,25,,,,3.9,100.6069
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Bodianus diplotaenia,20,,30,,3.4,160.4151
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Halichoeres chierchae,15,,,,3.5,51.0264
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Halichoeres chierchae,20,,,,3.5,123.3161
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Halichoeres chierchae,20,,,,3.5,123.3161
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Halichoeres chierchae,20,,,,3.5,123.3161
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Halichoeres chierchae,20,,,,3.5,123.3161
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Halichoeres chierchae,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Halichoeres chierchae,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Halichoeres chierchae,9,,,,3.5,10.6492
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Halichoeres chierchae,9,,,,3.5,10.6492
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Halichoeres chierchae,9,,,,3.5,10.6492
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Halichoeres chierchae,9,,,,3.5,10.6492
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Halichoeres chierchae,9,,,,3.5,10.6492
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Halichoeres chierchae,9,,,,3.5,10.6492
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Halichoeres chierchae,9,,,,3.5,10.6492
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Halichoeres dispilus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Halichoeres dispilus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Halichoeres dispilus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Halichoeres dispilus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Halichoeres dispilus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Halichoeres dispilus,4,,,,3.5,0.8853
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Stegastes flavilatus,9,,,,2,20.9185
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Stegastes flavilatus,9,,,,2,20.9185
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Stegastes flavilatus,3,,,,2,0.8544
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Stegastes flavilatus,3,,,,2,0.8544
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Stegastes flavilatus,3,,,,2,0.8544
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Stegastes flavilatus,3,,,,2,0.8544
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Pareques spp.,5,,,,3.5,1.5053
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Pareques spp.,10,,,,3.5,13.8522
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Sheorides lobatus,20,,,,2.7,149.4156
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Gnathanodon speciosus,30,,,,3.8,611.0672
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Calamus brachyosomus,20,,,,3.5,2193.9640
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Calamus brachyosomus,25,,,,3.5,4168.2369
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Calamus brachyosomus,25,,,,3.5,4168.2369
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Calamus brachyosomus,25,,,,3.5,4168.2369
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Calamus brachyosomus,25,,,,3.5,4168.2369
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Semicossyphus pulcher,40,,,,3.6,1849.6000
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Semicossyphus pulcher,30,,,,3.6,780.3000
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Semicossyphus pulcher,20,,,,3.6,231.2000
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Semicossyphus pulcher,3,,,,3.6,0.78030
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Semicossyphus pulcher,3,,,,3.6,0.78030
,Arturo Hernandez,11/20/10,2010,12:40,12:55,,,4,4,4,Los Cabitos,Los Cabitos Bahia Magdalena,,,12.5,,12.9,,,,,,,,19,5,Semicossyphus pulcher,3,,,,3.6,0.78030
